-0.21071102837873645;-0.17944620508552878;-1.5368821134099404;9.26806806490537;D
-0.010711028378736498;-0.11944620508552883;-0.6968821134099406;9.128068064905369;A
-0.07071102837873633;-0.04944620508552877;-1.2368821134099406;9.048068064905369;A
-0.000711028378736489;-0.06944620508552879;-1.3168821134099407;9.048068064905369;A
-0.06071102837873632;-0.12944620508552884;-0.6368821134099405;9.148068064905369;A
0.06928897162126357;-0.03944620508552876;-1.0568821134099404;9.138068064905369;A
-0.09071102837873635;-0.6194462050855288;-1.5568821134099404;9.24806806490537;B
-0.18071102837873643;-0.09944620508552882;-0.9168821134099405;9.318068064905368;C
-0.7407110283787364;-0.26944620508552874;-0.9368821134099405;9.158068064905368;B
-0.06071102837873632;-0.05944620508552878;-1.0968821134099405;9.148068064905369;A
0.12928897162126363;0.13055379491447117;-1.1968821134099406;9.00806806490537;A
-0.24071102837873648;-0.08944620508552881;-0.9568821134099406;9.36806806490537;C
-0.3707110283787364;-0.15944620508552887;-1.4568821134099406;9.27806806490537;D
-0.10071102837873636;-0.6294462050855287;-1.6968821134099406;9.128068064905369;B
-0.2507110283787365;-0.14944620508552886;-1.2168821134099406;9.26806806490537;C
-0.6007110283787365;-0.26944620508552874;-0.9768821134099406;9.208068064905369;B
-0.2707110283787365;-0.12944620508552884;-1.0168821134099406;9.24806806490537;C
-0.1607110283787364;-0.14944620508552886;-1.2968821134099406;9.36806806490537;C
-0.3007110283787364;-0.39944620508552886;-1.2168821134099406;9.228068064905369;E
-0.23071102837873647;-0.3594462050855288;-1.1568821134099405;9.228068064905369;E
-0.3907110283787364;-0.2194462050855288;-1.2368821134099406;9.208068064905369;E
-0.08071102837873634;-0.6294462050855287;-1.6368821134099405;9.218068064905369;B
-0.2907110283787364;-0.36944620508552883;-1.2168821134099406;9.218068064905369;E
-0.1607110283787364;-0.08944620508552881;-0.9968821134099406;9.17806806490537;A
-0.34071102837873635;-0.36944620508552883;-1.3168821134099407;9.24806806490537;E
-0.09071102837873635;-0.0794462050855288;-1.2768821134099406;9.058068064905369;A
-0.2507110283787365;-0.4794462050855288;-1.3368821134099407;9.16806806490537;B
-0.040711028378736525;-0.05944620508552878;-1.2568821134099406;9.07806806490537;A
-0.12071102837873637;-0.04944620508552877;-1.3368821134099407;8.99806806490537;A
-0.5207110283787364;-0.26944620508552874;-1.1168821134099405;9.26806806490537;B
-0.10071102837873636;-0.04944620508552877;-1.3968821134099405;8.978068064905369;A
-0.08071102837873634;-0.08944620508552881;-1.2968821134099406;9.058068064905369;A
-0.07071102837873633;-0.029446205085528754;-1.1168821134099405;9.11806806490537;A
-0.030711028378736516;-0.12944620508552884;-1.0968821134099405;9.148068064905369;A
-0.4307110283787364;-0.26944620508552874;-1.2368821134099406;9.208068064905369;E
-0.35071102837873636;-0.29944620508552877;-1.6768821134099405;9.32806806490537;G
-0.040711028378736525;-0.12944620508552884;-0.7368821134099406;9.17806806490537;A
-0.20071102837873644;-0.4094462050855288;-1.1968821134099406;9.26806806490537;E
-0.1407110283787364;-0.17944620508552878;-1.0968821134099405;9.408068064905368;C
